108	1.2	0
-1.832596	0.458961	-0.107937
2.380392	2.500101	-0.120466
rec.job180002.bl.pdb	-1.163	2.720	49.189
lig.job180002.bl.pdb	-3.776	18.440	45.758
-2.617994	1.824694	1.850876	6	94	5	1643.944
-0.523599	0.906588	1.252948	16	104	105	1557.092
-1.832596	1.696674	-1.253233	14	11	2	1184.348
-0.785398	0.906588	1.252948	15	100	104	1168.456
-2.356194	1.766067	2.153843	7	95	3	1168.317
0.000000	1.128190	-2.288622	14	12	14	1158.123
-0.261799	0.899350	-2.069907	15	12	12	1156.259
-1.570796	1.870545	-2.976234	6	92	107	1155.909
-0.261799	0.906588	1.252948	19	107	105	1137.409
-1.570796	1.732874	-0.951685	13	9	107	1134.516
0.523599	0.899350	-2.069907	98	14	107	1133.949
0.000000	0.899350	-2.069907	13	14	11	1129.569
-1.832596	2.180315	-1.357379	11	16	3	1125.312
-2.356194	1.134497	-1.109631	15	100	9	1121.200
-2.094395	1.413347	-1.339188	17	8	2	1106.115
-2.617994	0.762244	-0.273349	15	103	1	1097.445
-2.356194	0.866955	-0.931351	15	100	7	1094.064
-1.047198	1.736875	3.023612	16	101	6	1085.782
-2.617994	2.073035	2.027405	6	93	6	1080.969
-2.879793	1.335669	0.897240	14	105	98	1074.137
-1.308997	1.732874	-0.951685	12	10	107	1071.221
-2.617994	0.960688	-0.577532	14	100	4	1057.023
-1.832596	1.732874	-0.951685	14	8	107	1046.935
-2.879793	1.195355	1.200319	7	105	92	1041.386
-3.141593	0.762244	-0.273349	13	97	9	1036.391
1.308997	0.640596	-2.797608	20	1	5	1033.538
-0.785398	1.766067	2.153843	15	7	2	1033.449
-1.570796	0.709924	0.218797	6	19	2	1031.279
-2.356194	1.998705	2.370472	7	94	4	1028.960
-2.094395	2.180315	-1.357379	14	16	4	1024.275
-0.261799	1.128190	-2.288622	16	11	14	1023.717
-1.832596	2.033014	2.977192	6	93	2	1021.959
-1.570796	1.433411	-1.035986	13	9	0	1019.119
-2.094395	0.866955	-0.931351	15	104	4	1018.527
0.000000	1.450119	-2.739050	17	14	96	1015.118
-1.832596	1.413347	-1.339188	15	6	0	1010.754
-2.356194	0.960688	-0.577532	15	103	4	1010.708
0.261799	0.899350	-2.069907	99	15	107	1009.984
0.261799	1.374601	-2.456031	16	13	14	1008.560
-3.141593	0.960688	-0.577532	11	96	12	1002.238
0.261799	1.128190	-2.288622	13	13	14	996.063
-2.356194	1.128190	-2.288622	14	101	1	992.873
-0.785398	1.135813	-2.658866	19	4	13	991.189
-1.570796	1.998705	2.370472	16	104	6	984.447
0.261799	1.135813	-2.658866	18	12	11	983.532
-1.047198	2.174483	2.653697	16	105	0	979.804
0.261799	1.998705	2.370472	1	16	105	978.680
0.000000	1.374601	-2.456031	17	11	14	977.927
0.523599	1.374601	-2.456031	14	14	13	975.283
2.356194	0.418037	1.360082	2	105	90	974.724
-2.094395	1.134497	-1.109631	15	102	5	970.028
-0.523599	1.014500	0.906702	16	101	100	969.014
-1.832596	1.766067	2.153843	11	98	102	967.878
-2.356194	2.180315	-1.357379	17	14	4	967.422
-2.617994	2.180315	-1.357379	19	11	4	963.806
0.261799	2.299159	2.264663	107	17	107	962.953
-0.785398	1.450119	-2.739050	19	107	14	962.273
0.785398	0.899350	-2.069907	98	15	1	961.789
-0.523599	1.699788	2.452890	15	8	3	960.610
-3.141593	1.433411	-1.035986	9	97	17	959.881
0.523599	1.135813	-2.658866	16	14	11	958.941
-1.308997	1.998705	2.370472	15	103	105	957.375
-2.094395	1.135834	-1.431087	15	102	4	956.554
0.000000	2.881233	-2.582574	16	7	104	953.563
-0.523599	1.195355	1.200319	16	103	103	953.461
-0.785398	1.413347	-1.339188	96	13	100	950.016
-0.523599	0.864993	2.278281	5	103	90	948.291
-1.570796	2.984978	1.954446	16	7	104	942.922
-1.570796	0.379747	-1.713059	13	101	99	942.816
-2.094395	1.696674	-1.253233	16	9	2	942.394
-0.523599	1.256302	0.062705	17	8	3	942.213
-1.308997	1.433411	-1.035986	12	10	107	939.625
-1.832596	1.875281	0.107086	17	10	16	938.958
-2.356194	1.982574	-1.115518	16	0	102	938.812
-1.308997	2.299159	2.264663	16	106	105	935.238
1.047198	0.640596	-2.797608	19	105	5	933.309
-1.570796	1.696674	-1.253233	13	12	1	933.273
1.832596	2.295480	1.008277	10	94	3	931.833
-2.094395	1.766067	2.153843	10	96	106	931.056
-1.308997	0.866955	-0.931351	16	11	15	930.888
-0.523599	0.899350	-2.069907	17	11	13	928.191
-0.261799	1.510910	-0.740472	105	7	89	927.925
-0.785398	1.256302	0.062705	17	6	3	927.540
-1.832596	1.135834	-1.431087	16	5	0	924.688
-0.523599	1.135813	-2.658866	20	6	13	924.501
-2.356194	2.001437	0.381215	19	7	15	924.230
-2.094395	1.134796	2.434290	8	98	97	924.086
2.094395	0.419640	2.974122	21	107	4	923.092
-2.356194	1.194549	-0.801900	14	101	6	922.884
0.785398	0.866395	-2.492918	19	105	2	922.458
1.047198	2.073035	2.027405	91	2	92	920.061
-1.832596	0.571433	-1.188419	15	105	105	918.364
2.094395	1.014500	0.906702	106	95	19	918.118
-3.141593	0.674054	1.013609	7	105	91	917.498
-1.047198	1.128190	-2.288622	19	2	14	916.863
-0.523599	1.736875	3.023612	20	2	7	916.594
-0.261799	1.335669	0.897240	99	8	90	916.479
-0.523599	1.555207	1.708892	104	4	90	916.331
-0.523599	1.417623	-0.202254	17	8	3	914.568
-1.570796	1.545873	-1.877082	16	4	103	912.646
-1.832596	1.555207	1.708892	14	102	105	909.406
0.000000	0.866395	-2.492918	17	12	11	909.117
-2.094395	1.325504	-1.671296	18	3	2	907.921
-1.832596	1.433411	-1.035986	14	8	106	907.461
-0.785398	1.301460	-0.509251	19	0	106	906.344
-1.832596	1.450119	-2.739050	6	92	3	905.976
-0.523599	1.218453	2.777284	7	101	91	905.319
0.785398	1.450119	-2.739050	16	15	10	904.375
0.000000	0.379747	-1.713059	19	101	4	904.254
0.523599	2.881233	-2.582574	15	12	103	904.044
-1.570796	0.762244	-0.273349	14	14	10	903.411
0.523599	1.450119	-2.739050	18	13	10	902.981
-1.832596	1.325504	-1.671296	16	5	1	901.654
-2.617994	1.766067	2.153843	5	92	3	901.537
-0.523599	1.450119	-2.739050	20	2	14	901.276
0.261799	1.450119	-2.739050	19	11	11	900.962
-0.261799	0.571433	-1.188419	20	104	1	899.781
-1.047198	2.478122	2.609777	17	107	107	898.113
-2.879793	1.824694	1.850876	5	91	5	897.783
-2.094395	2.299159	2.264663	13	16	3	896.721
-0.523599	1.247695	1.809890	105	1	89	896.102
-3.141593	1.310100	1.488307	6	104	90	896.006
2.617994	0.992645	-1.723759	15	100	102	895.392
-1.047198	1.506530	1.988858	16	103	103	895.106
-2.356194	1.904882	-1.478089	18	14	7	894.447
-1.308997	0.762244	-0.273349	9	17	5	894.301
1.570796	0.080730	-2.622036	99	8	94	893.384
-0.523599	1.433411	-1.035986	19	107	101	893.002
-0.785398	1.128190	-2.288622	19	5	14	892.747
-1.570796	1.450119	-2.739050	9	93	2	892.711
-1.308997	1.545873	-1.877082	16	6	103	892.538
-1.047198	0.685216	-1.712745	2	89	6	892.274
2.356194	2.592629	0.909713	20	10	106	892.250
-2.094395	1.194549	-0.801900	18	8	101	887.633
-2.094395	1.214854	-1.966664	18	105	8	887.032
1.047198	0.866395	-2.492918	21	107	3	885.314
-0.261799	1.599406	1.426070	4	16	6	882.684
-3.141593	0.700570	1.559208	107	2	88	882.583
-2.879793	0.685216	-1.712745	19	6	5	882.487
-3.141593	1.696674	-1.253233	8	99	19	882.284
-0.785398	1.599406	1.426070	13	12	8	881.607
0.261799	2.863997	0.549740	107	88	8	881.461
2.879793	0.906588	1.252948	7	105	92	881.332
1.570796	1.846342	-1.796954	99	17	98	879.516
-1.570796	0.458961	-0.107937	10	16	5	879.102
-2.879793	1.184361	0.625864	11	105	95	877.160
2.094395	1.374601	-2.456031	5	97	20	874.619
-1.570796	0.733948	3.021411	16	5	3	874.487
2.617994	1.555207	1.708892	19	104	2	874.474
-2.879793	1.606104	-0.451151	13	98	3	874.133
2.879793	1.168678	2.108595	21	8	9	874.086
-1.308997	0.571433	-1.188419	16	18	8	874.003
-2.356194	1.658653	-2.409879	1	94	14	873.646
2.879793	1.741644	-2.695914	3	91	4	873.231
-2.356194	0.591903	2.010408	104	92	17	872.727
-0.523599	1.310100	1.488307	101	3	88	869.242
0.261799	0.379747	-1.713059	21	104	4	868.809
-2.879793	2.356369	3.005869	17	97	7	868.601
-1.308997	1.325504	-1.671296	15	4	106	868.059
-3.141593	1.014500	0.906702	9	105	93	867.984
1.047198	2.881233	-2.582574	97	12	95	866.938
2.879793	1.696674	-1.253233	106	94	13	866.616
-2.094395	1.128190	-2.288622	15	103	0	866.140
-0.785398	1.214854	-1.966664	7	91	2	865.200
-0.785398	0.762244	-0.273349	19	0	2	864.887
-2.617994	2.299159	2.264663	5	91	8	864.461
2.356194	2.719179	-1.780644	16	96	2	864.186
-0.523599	2.174483	2.653697	95	10	93	864.117
-1.570796	1.506530	1.988858	14	105	107	863.706
-0.785398	1.050534	3.042579	11	99	97	863.209
0.261799	2.881233	-2.582574	16	10	103	862.458
1.308997	2.579248	-2.364801	96	11	93	861.743
-1.308997	0.685216	-1.712745	20	106	16	861.591
-1.308997	1.025536	1.576859	13	98	107	861.550
-1.047198	2.033014	2.977192	16	101	5	861.538
-1.570796	2.343981	-1.040456	8	20	1	860.346
0.261799	0.615174	-0.666022	84	3	97	860.243
-3.141593	1.168678	2.108595	19	12	9	860.217
-2.356194	2.073035	2.027405	15	14	5	859.891
2.356194	1.025536	1.576859	5	88	6	859.233
0.523599	2.863997	0.549740	6	90	9	859.133
